ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-03-06,8571.790346037553,2738.336222173428,13997.759039892586,8571.790346037553,8571.790346037553,123.07055915511494,123.07055915511494,123.07055915511494,-83.55953958904271,-83.55953958904271,-83.55953958904271,206.63009874415766,206.63009874415766,206.63009874415766,0.0,0.0,0.0,8694.860905192667
2023-03-07,8575.971426837083,3045.4532279335035,13740.160679130948,8575.971426837083,8575.971426837083,97.20455112180176,97.20455112180176,97.20455112180176,-62.964259756900475,-62.964259756900475,-62.964259756900475,160.16881087870223,160.16881087870223,160.16881087870223,0.0,0.0,0.0,8673.175977958885
2023-03-08,8580.152507636616,3619.742569278589,14889.260716495715,8580.152507636616,8580.152507636616,623.764391499423,623.764391499423,623.764391499423,516.0666315611194,516.0666315611194,516.0666315611194,107.69775993830372,107.69775993830372,107.69775993830372,0.0,0.0,0.0,9203.916899136038
2023-03-09,8584.333588436146,4346.392617706044,15122.928328789127,8584.333588436146,8584.333588436146,1086.2287831708493,1086.2287831708493,1086.2287831708493,1036.1992877402938,1036.1992877402938,1036.1992877402938,50.02949543055548,50.02949543055548,50.02949543055548,0.0,0.0,0.0,9670.562371606995
2023-03-10,8588.514669235678,2509.4674279722544,14207.953979349322,8588.514669235678,8588.514669235678,-355.87096399167814,-355.87096399167814,-355.87096399167814,-344.02821469392364,-344.02821469392364,-344.02821469392364,-11.84274929775452,-11.84274929775452,-11.84274929775452,0.0,0.0,0.0,8232.643705244
2023-03-11,8592.69575003521,1655.1260271955732,13504.97952123414,8592.69575003521,8592.69575003521,-915.9897363834892,-915.9897363834892,-915.9897363834892,-839.2142227098776,-839.2142227098776,-839.2142227098776,-76.77551367361157,-76.77551367361157,-76.77551367361157,0.0,0.0,0.0,7676.70601365172
2023-03-12,8596.87683083474,2663.199218263094,13593.19987052753,8596.87683083474,8596.87683083474,-366.0094041989036,-366.0094041989036,-366.0094041989036,-222.49968255042404,-222.49968255042404,-222.49968255042404,-143.50972164847954,-143.50972164847954,-143.50972164847954,0.0,0.0,0.0,8230.867426635838
2023-03-13,8601.057910769357,3003.074146222779,13803.628358539983,8601.057910769357,8601.057910769357,-294.26796656343555,-294.26796656343555,-294.26796656343555,-83.55953958939544,-83.55953958939544,-83.55953958939544,-210.70842697404012,-210.70842697404012,-210.70842697404012,0.0,0.0,0.0,8306.789944205922
2023-03-14,8605.238990703974,3118.19138399778,14108.49644708192,8605.238990703974,8605.238990703974,-339.9608453278189,-339.9608453278189,-339.9608453278189,-62.96425975655739,-62.96425975655739,-62.96425975655739,-276.9965855712615,-276.9965855712615,-276.9965855712615,0.0,0.0,0.0,8265.278145376154
2023-03-15,8609.420070638591,3132.2769373083706,13944.381993809482,8609.420070638591,8609.420070638591,175.06493629238707,175.06493629238707,175.06493629238707,516.0666315619396,516.0666315619396,516.0666315619396,-341.0016952695526,-341.0016952695526,-341.0016952695526,0.0,0.0,0.0,8784.485006930978
2023-03-16,8613.60115057321,3653.5771145034523,15286.111487104525,8613.60115057321,8613.60115057321,634.8051648790107,634.8051648790107,634.8051648790107,1036.199287740022,1036.199287740022,1036.199287740022,-401.39412286101145,-401.39412286101145,-401.39412286101145,0.0,0.0,0.0,9248.406315452221
2023-03-17,8617.782230507826,2217.7192269133016,13365.62952640735,8617.782230507826,8617.782230507826,-800.9541662757358,-800.9541662757358,-800.9541662757358,-344.0282146947798,-344.0282146947798,-344.0282146947798,-456.9259515809559,-456.9259515809559,-456.9259515809559,0.0,0.0,0.0,7816.828064232091
2023-03-18,8621.963310442445,1526.7162263870127,13133.068238083097,8621.963310442445,8621.963310442445,-1345.681451067067,-1345.681451067067,-1345.681451067067,-839.2142227091302,-839.2142227091302,-839.2142227091302,-506.4672283579368,-506.4672283579368,-506.4672283579368,0.0,0.0,0.0,7276.281859375378
2023-03-19,8626.144390377061,2871.9702237431998,13668.6848320086,8626.144390377061,8626.144390377061,-771.5382506840583,-771.5382506840583,-771.5382506840583,-222.4996825488997,-222.4996825488997,-222.4996825488997,-549.0385681351586,-549.0385681351586,-549.0385681351586,0.0,0.0,0.0,7854.606139693004
2023-03-20,8630.325470311678,2771.1862759241353,13338.57509594654,8630.325470311678,8630.325470311678,-667.3987195774882,-667.3987195774882,-667.3987195774882,-83.55953959048672,-83.55953959048672,-83.55953959048672,-583.8391799870014,-583.8391799870014,-583.8391799870014,0.0,0.0,0.0,7962.92675073419
2023-03-21,8634.506550246295,2198.531317251031,13151.364055127004,8634.506550246295,8634.506550246295,-673.2337733223749,-673.2337733223749,-673.2337733223749,-62.964259756214176,-62.964259756214176,-62.964259756214176,-610.2695135661608,-610.2695135661608,-610.2695135661608,0.0,0.0,0.0,7961.27277692392
2023-03-22,8638.687630180913,2703.430066417257,14279.444046961868,8638.687630180913,8638.687630180913,-111.88124922588123,-111.88124922588123,-111.88124922588123,516.0666315587788,516.0666315587788,516.0666315587788,-627.94788078466,-627.94788078466,-627.94788078466,0.0,0.0,0.0,8526.806380955031
2023-03-23,8642.86871011553,3098.3886006744005,14461.927771086168,8642.86871011553,8642.86871011553,399.4787056263841,399.4787056263841,399.4787056263841,1036.1992877397504,1036.1992877397504,1036.1992877397504,-636.7205821133663,-636.7205821133663,-636.7205821133663,0.0,0.0,0.0,9042.347415741915
2023-03-24,8647.04978950854,2178.2499260179384,13645.91301419088,8647.04978950854,8647.04978950854,-980.6934691961318,-980.6934691961318,-980.6934691961318,-344.0282146961688,-344.0282146961688,-344.0282146961688,-636.665254499963,-636.665254499963,-636.665254499963,0.0,0.0,0.0,7666.356320312408
2023-03-25,8651.230868901546,1481.3872671278705,12717.288874975166,8651.230868901546,8651.230868901546,-1467.301576030913,-1467.301576030913,-1467.301576030913,-839.2142227091388,-839.2142227091388,-839.2142227091388,-628.0873533217745,-628.0873533217745,-628.0873533217745,0.0,0.0,0.0,7183.929292870633
2023-03-26,8655.411948294553,2123.654168948886,13266.074452858513,8655.411948294553,8655.411948294553,-834.0095610251012,-834.0095610251012,-834.0095610251012,-222.49968254903405,-222.49968254903405,-222.49968254903405,-611.5098784760671,-611.5098784760671,-611.5098784760671,0.0,0.0,0.0,7821.402387269452
2023-03-27,8659.593027687562,2621.4047870467966,13430.96653768579,8659.593027687562,8659.593027687562,-671.2161886300971,-671.2161886300971,-671.2161886300971,-83.55953958908411,-83.55953958908411,-83.55953958908411,-587.656649041013,-587.656649041013,-587.656649041013,0.0,0.0,0.0,7988.376839057465
2023-03-28,8663.77410708057,2258.2346943068874,13773.166758353358,8663.77410708057,8663.77410708057,-620.393876185057,-620.393876185057,-620.393876185057,-62.96425975587109,-62.96425975587109,-62.96425975587109,-557.4296164291859,-557.4296164291859,-557.4296164291859,0.0,0.0,0.0,8043.380230895513
2023-03-29,8667.955186473579,3063.890228573537,14247.788129308616,8667.955186473579,8667.955186473579,-5.8142457840444575,-5.8142457840444575,-5.8142457840444575,516.0666315595992,516.0666315595992,516.0666315595992,-521.8808773436436,-521.8808773436436,-521.8808773436436,0.0,0.0,0.0,8662.140940689535
2023-03-30,8672.136265866586,3772.3018877250274,14829.986364455926,8672.136265866586,8672.136265866586,554.0190874351131,554.0190874351131,554.0190874351131,1036.1992877414357,1036.1992877414357,1036.1992877414357,-482.1802003063224,-482.1802003063224,-482.1802003063224,0.0,0.0,0.0,9226.1553533017
2023-03-31,8676.317345259595,2291.3638408940405,13396.942357753294,8676.317345259595,8676.317345259595,-783.6072234352705,-783.6072234352705,-783.6072234352705,-344.0282146964919,-344.0282146964919,-344.0282146964919,-439.5790087387786,-439.5790087387786,-439.5790087387786,0.0,0.0,0.0,7892.710121824324
2023-04-01,8680.498424652602,1713.4447517771296,13309.851035914196,8680.498424652602,8680.498424652602,-1234.5860886444939,-1234.5860886444939,-1234.5860886444939,-839.2142227091475,-839.2142227091475,-839.2142227091475,-395.3718659353464,-395.3718659353464,-395.3718659353464,0.0,0.0,0.0,7445.9123360081085
2023-04-02,8684.679504045609,1964.7901178715854,13815.204087452694,8684.679504045609,8684.679504045609,-573.3562624123382,-573.3562624123382,-573.3562624123382,-222.49968255112685,-222.49968255112685,-222.49968255112685,-350.8565798612114,-350.8565798612114,-350.8565798612114,0.0,0.0,0.0,8111.323241633271
2023-04-03,8688.860583438618,2761.345551413297,13560.589712948302,8688.860583438618,8688.860583438618,-390.85362613972666,-390.85362613972666,-390.85362613972666,-83.55953958943685,-83.55953958943685,-83.55953958943685,-307.2940865502898,-307.2940865502898,-307.2940865502898,0.0,0.0,0.0,8298.00695729889
2023-04-04,8693.041662831625,2844.89623355729,14096.684965706021,8693.041662831625,8693.041662831625,-328.83353856709306,-328.83353856709306,-328.83353856709306,-62.96425975602926,-62.96425975602926,-62.96425975602926,-265.8692788110638,-265.8692788110638,-265.8692788110638,0.0,0.0,0.0,8364.208124264533
